STOCK_TRANSACTIONS
STK_TRD|1859457018|BITF|BITFARMS LTD/CANADA|VENTURE|BUYTOOPEN|O|20200415|11:55:13|CAD|500.00|1.00|5.12|2560.00|-3.555|0.57039
STK_TRD|1875765490|BITF|BITFARMS LTD/CANADA|VENTURE|BUYTOOPEN|O|20200427|15:38:43|CAD|300.00|1.00|5.47|1641.00|-2.133|0.58408
STK_TRD|1875765490|BITF|BITFARMS LTD/CANADA|VENTURE|SELLTOCLOSE|C|20210327|15:38:43|CAD|-600.00|1.00|9.47|-5862.00|-2.133|0.58408

STK_TRD|1842728801|ARKX|ARK SPACE EXPLORATION & INNO|IBKRATS|BUYTOOPEN|O|20200805|09:38:51|USD|50.00|1.00|21.135|1056.75|-0.360257|0.72788

This is an example of combination of stock purchase, option exercise and later sell
STK_TRD|11868229521|MJ|ETFMG ALTERNATIVE HARVEST|--|BUYTOOPEN|O|20200827|15:38:43|USD|300.00|1.00|5.47|1641.00|-2.133|0.78408
STK_TRD|11868229525|MJ|ETFMG ALTERNATIVE HARVEST|--|BUYTOOPEN|Ex;O|20200113|16:20:00|USD|100.00|1.00|15.00|1500.00|0.00|0.76696
STK_TRD|11890105046|MJ|ETFMG ALTERNATIVE HARVEST|--|BUYTOOPEN|Ex;O|20200116|16:20:00|USD|100.00|1.00|18.00|1800.00|0.00|0.76639
STK_TRD|11868229525|MJ|ETFMG ALTERNATIVE HARVEST|--|SELLTOCLOSE|C|20210227|15:38:43|USD|-200.00|1.00|25.47|-5094.00|-2.133|0.78407


OPTION_TRANSACTIONS
OPT_TRD|1086138331|AMD   180914P00029000|AMD 14SEP21 29.0 P|CBOE2|BUYTOOPEN|O|20200425|11:21:28|USD|1.00|100.00|0.44|44.00|-1.5143|0.76737
OPT_TRD|1086215932|AMD   180914P00029000|AMD 14SEP21 29.0 P|AMEX|SELLTOCLOSE|C|20200426|12:33:58|USD|-1.00|100.00|0.51|-51.00|-1.086963|0.76737

OPT_TRD|1878798602|AMC   210618C00007000|AMC 18JUN21 7.0 C|PEARL|BUYTOOPEN|C|20200429|10:38:13|USD|1.00|100.00|3.75|375.00|-0.843087|0.71727

This is an example of option exercise
OPT_TRD|1301329188|MJ    200117C00015000|MJ 17JAN20 15.0 C|GEMINI|BUYTOOPEN|O|20200113|12:02:05|USD|1.00|100.00|1.90|190.00|-0.3438|0.76994
OPT_TRD|11868229524|MJ    200117C00015000|MJ 17JAN20 15.0 C|--|SELLTOCLOSE|C;Ex|20200113|16:20:00|USD|-1.00|100.00|0.00|0.00|0.00|0.76811
OPT_TRD|1303314825|MJ    200117C00018000|MJ 17JAN20 18.0 C|BATS|BUYTOOPEN|O|20200116|09:46:37|USD|1.00|100.00|1.12|112.00|-0.2438|0.76464
OPT_TRD|11890105045|MJ    200117C00018000|MJ 17JAN20 18.0 C|--|SELLTOCLOSE|C;Ex|20200116|16:20:00|USD|-1.00|100.00|0.00|0.00|0.00|0.76865
